p_mean,p_std,p_min,p_max,p_drop_pct,p_slope,p_rolling_std_5,p_jitter,q_mean,q_std,q_surge_pct,q_slope,pq_corr,t_mean,t_max,zero_count,sensor_id,pipe_diameter_mm,pipe_age_years,pipe_material,hour_of_day,leak
16.22,2.2653,12.34,18.99,34.99,-0.7575,0.9464,0.8017,9.16,0.2619,-0.52,-0.0034,0.2353,36.8,37.5,0,sensor_015,100,18,Cast Iron,0,1
29.34,3.8541,22.0,35.28,22.75,-0.9328,1.4499,4.0961,45.89,2.7106,10.16,0.6413,-0.7191,39.6,40.1,0,sensor_019,250,1,PVC,12,1
35.42,0.8977,33.17,36.41,-0.9,0.1013,0.5259,1.2251,32.17,0.7248,2.62,0.1183,0.1066,51.1,51.4,0,sensor_018,200,7,HDPE,11,0
32.72,5.2619,23.88,38.42,36.64,-1.6601,2.5001,2.4373,67.46,12.6138,44.23,2.6862,-0.3153,54.6,55.1,0,sensor_011,250,21,PVC,15,1
19.68,1.6164,17.4,22.25,21.65,-0.5191,0.8847,1.1727,36.45,2.2362,-11.52,-0.6344,0.669,50.0,50.5,0,sensor_006,400,24,Steel,2,0
34.16,2.6011,30.04,37.69,15.6,-0.6217,2.1289,2.7632,43.25,2.9938,-10.1,-0.8422,0.4113,52.3,52.6,0,sensor_004,250,2,PVC,15,0
37.57,5.3146,27.94,45.1,34.8,-1.6917,4.0238,3.3804,34.15,3.1561,24.52,0.6616,-0.3795,36.1,36.4,0,sensor_015,150,8,PVC,19,1
19.96,4.3714,12.72,25.4,49.93,-1.4926,2.1676,1.1762,46.54,5.945,28.9,1.3245,-0.5492,36.9,37.3,0,sensor_008,300,25,HDPE,0,1
34.83,2.2032,29.46,36.89,-5.42,0.0208,2.7782,2.6742,52.13,1.4343,-3.2,0.0106,-0.3332,36.3,36.8,0,sensor_014,300,9,HDPE,12,0
31.52,2.3873,27.96,34.57,18.51,-0.7282,1.8285,1.9238,51.44,1.9896,0.08,-0.0585,0.3742,40.4,40.8,0,sensor_020,300,3,HDPE,12,1
34.9,8.0793,20.98,47.76,52.11,-2.6636,4.9596,3.9592,91.45,14.979,69.76,1.1004,-0.1746,31.6,31.9,0,sensor_009,250,7,PVC,20,1
21.69,0.637,20.82,22.56,-7.15,0.197,0.4124,0.5162,19.76,0.5348,0.54,0.0921,0.2902,33.3,33.7,0,sensor_017,200,1,HDPE,1,0
28.49,1.1473,26.42,30.61,-15.88,0.3394,0.8707,0.9847,20.41,0.6278,10.46,0.1763,0.7974,51.2,51.8,0,sensor_016,150,10,PVC,22,0
21.07,1.7717,18.86,23.96,-11.35,0.062,1.5925,3.2461,40.42,1.4556,-7.41,-0.2035,-0.7122,44.4,44.7,0,sensor_020,400,12,Steel,2,0
38.71,1.0116,36.83,40.18,5.54,-0.295,0.7157,1.0015,56.2,1.3223,0.09,-0.2184,0.296,35.8,36.3,0,sensor_017,300,28,HDPE,21,0
34.2,2.6135,29.72,38.36,21.78,-0.8822,1.1716,0.9588,74.82,3.3046,6.07,-0.2382,0.1242,29.2,29.7,0,sensor_003,400,12,Steel,13,1
34.39,1.3367,31.43,36.1,5.86,-0.1499,1.6499,2.2121,31.58,0.7154,2.5,-0.0217,0.5351,33.9,34.6,0,sensor_002,200,5,HDPE,14,0
32.85,1.2442,31.22,35.59,-6.26,0.2582,1.1981,1.4707,23.04,0.6494,5.16,0.1702,0.2962,54.7,55.2,0,sensor_001,150,1,PVC,11,0
20.78,1.708,18.92,25.15,12.69,-0.2944,0.4672,2.4344,28.12,0.9616,4.81,0.0897,-0.8995,53.3,53.5,0,sensor_020,250,11,PVC,4,0
31.48,3.0208,25.33,35.86,-7.25,0.2087,4.2305,3.2403,17.3,0.9088,-3.51,-0.0329,-0.7681,28.8,29.5,0,sensor_010,100,26,Cast Iron,17,0
30.34,2.125,27.48,33.89,-2.22,0.4229,1.9917,2.2313,14.75,0.8282,17.19,0.2587,0.3577,30.3,30.6,0,sensor_019,100,6,Cast Iron,11,0
27.96,1.4545,25.67,30.24,-10.52,0.3339,0.4119,1.2667,13.79,0.57,9.51,0.1435,0.5965,36.5,36.7,0,sensor_002,100,3,Cast Iron,11,0
44.68,3.1573,40.59,49.06,17.26,-1.0384,1.1091,1.6851,82.66,3.3874,-11.45,-0.9987,0.8274,27.2,27.8,0,sensor_019,400,20,Steel,17,0
34.54,1.6358,30.21,36.17,10.79,-0.2401,1.994,2.2287,50.71,1.0625,-3.31,-0.1555,0.6474,43.5,44.0,0,sensor_018,300,15,HDPE,13,0
30.55,5.5918,20.28,38.16,37.13,-1.8333,3.8321,2.97,34.62,1.3148,5.56,0.13,-0.2268,25.9,26.5,0,sensor_005,200,4,HDPE,10,1
25.15,12.1546,8.16,46.44,82.42,-4.1415,3.8376,2.4778,56.18,9.1424,28.68,-0.6245,0.1255,39.5,40.0,0,sensor_006,200,23,HDPE,18,1
35.09,5.4072,27.09,43.2,-55.1,1.8314,2.8147,1.9629,56.93,6.2899,43.27,2.1635,0.9722,46.9,47.4,0,sensor_016,400,29,Steel,0,0
32.56,3.4839,26.71,38.61,30.8,-1.1792,2.2797,0.8662,62.18,5.2164,-19.99,-1.7565,0.9372,34.1,34.5,0,sensor_011,400,10,Steel,13,0
44.92,1.7722,41.94,47.85,11.82,-0.5444,1.1329,1.4973,68.17,2.2875,11.0,0.6055,-0.5885,29.3,29.7,0,sensor_001,300,4,HDPE,8,1
22.01,3.5832,16.49,27.79,39.44,-1.2223,1.5932,1.1594,17.07,2.0107,-31.14,-0.6858,0.9858,29.9,30.3,0,sensor_011,150,24,PVC,22,0
38.08,3.6421,32.63,45.02,14.7,-0.9431,1.7844,3.8658,78.49,2.1458,9.45,0.2695,-0.0153,43.5,43.8,0,sensor_020,400,25,Steel,21,1
35.27,1.7968,32.16,37.42,-15.03,0.5249,1.2412,1.8376,43.3,1.8546,5.86,0.452,0.869,32.5,33.4,0,sensor_012,250,13,PVC,6,0
40.01,3.4232,35.89,44.82,-23.43,1.1396,1.9281,1.4813,36.06,1.7105,13.34,0.5369,0.8073,39.4,40.1,0,sensor_016,200,2,HDPE,7,0
15.43,2.0703,12.34,19.31,30.99,-0.6854,1.0571,1.0864,11.26,0.7195,-21.25,-0.2222,0.8238,52.0,52.4,0,sensor_003,150,28,PVC,2,0
18.25,5.5007,10.25,27.14,52.88,-1.7966,2.5453,2.5451,45.88,4.4521,-14.12,-1.1484,0.7809,51.7,52.0,0,sensor_018,200,16,HDPE,6,1
37.0,4.6565,29.17,42.59,27.87,-1.5295,2.9563,1.3856,44.14,4.1931,28.66,1.1497,-0.6322,26.4,27.0,0,sensor_019,200,27,HDPE,20,1
38.03,8.6504,26.88,54.34,50.52,-2.9741,3.4883,1.4849,156.66,11.1863,-1.94,-1.5122,0.3993,34.4,35.0,0,sensor_006,400,25,Steel,18,1
31.26,6.3111,21.1,41.89,49.64,-2.1569,2.8647,1.3483,49.61,5.0384,-25.58,-1.7243,0.9624,33.1,33.5,0,sensor_004,300,29,HDPE,15,0
25.58,4.3353,19.32,31.37,38.24,-1.4845,2.6401,1.0496,14.08,1.415,-27.16,-0.4443,0.8459,37.6,38.2,0,sensor_002,100,25,Cast Iron,20,0
41.85,3.5681,34.89,46.57,-33.3,1.1653,2.087,1.5998,50.51,4.0285,33.78,1.3532,0.9142,29.7,30.1,0,sensor_018,250,29,PVC,11,0
24.51,2.3351,20.94,28.55,26.66,-0.7872,1.3106,0.9958,18.44,1.1163,-17.84,-0.3746,0.8948,31.0,31.5,0,sensor_016,150,27,PVC,22,0
36.81,2.143,32.13,39.39,4.55,-0.2514,2.1025,2.0463,35.79,1.5279,-1.81,-0.0567,-0.8311,35.2,36.0,0,sensor_011,200,2,HDPE,16,0
28.45,3.2071,23.7,32.62,27.35,-1.0123,2.65,2.315,28.59,1.9778,-14.06,-0.5877,0.6048,47.0,47.3,0,sensor_020,200,13,HDPE,11,0
35.24,4.837,28.86,42.26,25.2,-1.5311,1.5755,2.8762,34.3,2.6782,-20.0,-0.8879,0.8339,52.0,52.5,0,sensor_004,200,10,HDPE,17,0
53.81,2.2944,49.39,58.08,-17.59,0.6786,1.3321,1.8103,92.11,3.2247,9.59,1.073,0.7639,37.0,37.7,0,sensor_017,400,4,Steel,8,0
15.53,1.3415,13.79,17.66,19.73,-0.4467,0.4801,0.5911,13.15,0.2942,0.29,0.0174,-0.0674,29.5,29.9,0,sensor_002,150,6,PVC,2,1
19.59,1.5868,17.36,22.52,-13.72,0.3552,1.1774,1.9289,24.53,1.0093,0.43,-0.1161,-0.745,44.3,45.0,0,sensor_018,250,19,PVC,2,0
24.55,1.4917,22.41,27.5,-20.7,0.4807,1.0088,0.9941,42.64,1.7469,11.07,0.4868,0.6382,42.7,43.1,0,sensor_003,400,11,Steel,2,0
33.09,3.9648,25.37,38.03,30.61,-1.2678,3.1299,1.7128,54.23,3.2005,8.93,0.6556,-0.4006,45.4,45.9,0,sensor_005,250,29,PVC,10,1
32.16,4.3756,25.91,42.34,-57.22,1.4052,3.5554,2.4761,15.43,1.2679,29.43,0.4306,0.9028,45.4,45.7,0,sensor_011,100,8,Cast Iron,14,0
35.32,2.6834,33.55,43.04,22.04,-0.6441,0.5039,2.744,33.52,1.0668,6.54,0.2475,-0.0888,47.0,48.1,0,sensor_008,200,11,HDPE,21,1
36.73,1.4291,34.45,38.89,8.92,-0.3765,1.3423,1.6275,35.25,1.0146,-0.4,0.1227,-0.2756,48.0,48.5,0,sensor_003,200,9,HDPE,16,1
26.89,0.6298,25.57,27.82,-0.95,-0.1136,0.5953,0.8468,48.47,1.0894,-0.05,-0.0343,-0.0149,31.9,32.2,0,sensor_017,400,11,Steel,0,1
27.6,0.744,26.2,29.06,4.66,-0.0593,0.6674,0.933,14.57,0.4508,8.15,0.0855,-0.4659,36.4,37.0,0,sensor_017,100,1,Cast Iron,21,0
31.01,2.3515,27.09,35.03,15.29,-0.4734,2.1939,3.2277,23.91,1.1479,17.19,0.2284,-0.5937,36.4,36.9,0,sensor_004,150,19,PVC,15,1
33.4,1.989,30.92,37.4,9.98,-0.4305,1.2514,2.5849,31.34,1.6051,6.78,0.1185,-0.2729,43.8,44.3,0,sensor_014,200,26,HDPE,14,1
31.9,0.7944,30.78,32.99,-1.63,0.1406,0.674,0.9769,56.26,1.5355,0.1,0.0359,0.0471,25.0,25.4,0,sensor_015,400,8,Steel,23,0
19.1,2.1861,13.47,21.54,20.94,-0.1864,1.2236,3.1878,40.77,5.1996,41.14,0.5982,-0.3749,38.3,38.6,0,sensor_016,250,3,PVC,1,1
41.5,1.5107,39.71,44.07,-10.03,0.4224,1.6448,1.2986,71.82,2.8944,10.2,0.9451,0.8701,27.5,27.8,0,sensor_016,400,18,Steel,12,0
41.98,3.6425,35.89,47.15,-31.37,1.2467,1.8047,0.9901,37.51,2.5149,20.7,0.8242,0.9408,28.5,29.2,0,sensor_012,200,29,HDPE,7,0
26.01,1.8832,22.74,29.01,-27.56,0.6515,0.9604,0.3209,35.61,2.0505,19.95,0.6679,0.9508,47.8,48.2,0,sensor_008,300,6,HDPE,4,0
37.02,3.0625,32.7,42.58,-30.21,0.9818,2.6144,1.6155,52.26,2.6136,12.97,0.8163,0.836,47.3,47.7,0,sensor_019,300,13,HDPE,6,0
36.49,3.5522,31.2,42.32,23.87,-1.1485,2.5982,2.1352,35.46,2.5872,-19.42,-0.8169,0.8499,38.0,38.5,0,sensor_002,200,27,HDPE,20,0
25.66,1.5217,23.84,29.39,10.3,-0.3201,0.5399,2.0501,14.39,0.5653,5.19,-0.0085,0.7372,54.0,54.5,0,sensor_012,100,24,Cast Iron,11,1
24.52,3.7537,18.4,29.99,35.86,-1.2737,2.332,1.2274,23.18,0.7085,4.53,0.0202,0.0863,41.3,41.6,0,sensor_018,150,18,PVC,13,1
25.8,3.5704,20.51,33.24,-43.66,1.0145,2.6339,3.3639,30.81,2.4409,26.17,0.8175,0.6801,49.5,49.9,0,sensor_005,250,16,PVC,1,0
49.83,2.8954,44.64,54.39,4.32,-0.2184,2.5888,3.9044,72.39,1.3756,-2.27,-0.0043,0.8162,41.7,42.3,0,sensor_017,300,1,HDPE,19,0
41.43,3.2747,37.86,47.51,-2.71,-0.3219,3.6853,5.1458,76.77,1.9103,-0.22,0.0376,-0.0359,50.1,50.5,0,sensor_004,400,5,Steel,21,1
37.78,1.5223,36.0,40.65,9.55,-0.4504,0.545,1.1522,54.43,2.5127,-7.9,-0.7051,0.5378,52.1,52.5,0,sensor_010,300,14,HDPE,21,0
22.2,0.8381,21.15,23.52,-8.5,0.2141,0.8517,0.8404,15.61,0.4844,10.05,0.143,0.5396,32.7,33.1,0,sensor_008,150,19,PVC,0,0
30.44,1.1917,28.58,32.73,12.66,-0.3532,0.7278,1.0752,41.26,1.2213,8.73,0.2754,-0.6285,32.4,32.9,0,sensor_008,250,3,PVC,22,0
32.76,0.7554,31.1,33.71,4.64,-0.1522,0.7436,0.6075,47.42,1.4459,10.7,0.4383,-0.4892,51.6,51.9,0,sensor_018,300,25,HDPE,6,1
50.08,4.033,44.88,56.92,-24.63,1.2981,2.7094,2.2951,62.12,3.214,9.48,0.7655,0.7514,51.2,51.9,0,sensor_002,250,2,PVC,18,0
33.53,2.4693,29.54,36.34,11.2,-0.7093,1.471,1.5594,45.76,1.7699,6.73,-0.0964,0.2266,32.2,32.8,0,sensor_014,250,13,PVC,11,1
26.87,1.9354,24.61,30.97,18.79,-0.2579,1.3282,2.3141,34.41,2.7322,-13.76,-0.2082,-0.1376,45.9,46.4,0,sensor_014,150,13,PVC,14,1
37.1,1.1138,34.95,38.19,-6.94,0.1903,0.5105,1.8167,46.44,1.3776,9.7,0.3266,0.151,26.4,26.7,0,sensor_018,250,14,PVC,11,0
25.89,1.9136,24.28,30.69,1.08,0.2272,2.3759,2.4252,12.03,0.4344,8.77,0.1089,-0.1396,43.0,43.6,0,sensor_010,100,21,Cast Iron,22,0
33.64,1.4559,30.92,35.74,-13.93,0.4075,1.1022,1.2125,30.67,1.0783,10.15,0.3338,0.8214,45.9,46.4,0,sensor_006,200,4,HDPE,13,0
43.6,1.417,41.65,45.65,-0.07,-0.2736,0.5475,1.3928,64.14,4.5358,18.5,1.4449,-0.6094,39.2,39.6,0,sensor_020,250,9,PVC,18,1
59.17,7.4154,47.6,69.58,-45.65,2.5551,3.6163,1.7849,69.09,6.8922,37.19,2.3213,0.9686,30.4,30.7,0,sensor_003,250,20,PVC,19,0
32.43,2.543,25.88,36.89,12.95,0.0219,0.3933,4.4374,30.02,0.8268,0.01,-0.084,-0.2287,40.8,41.3,0,sensor_010,200,2,HDPE,12,0
30.62,2.8659,24.37,34.01,26.67,-0.9114,2.3977,1.6061,55.23,4.3663,24.27,0.7228,-0.2248,25.0,25.6,0,sensor_006,300,15,HDPE,6,1
32.29,2.7226,29.41,38.15,16.01,-0.6528,0.8352,2.1954,54.07,2.9571,9.23,0.6545,-0.8987,35.4,35.8,0,sensor_016,250,16,PVC,21,1
33.11,2.2072,29.6,36.68,7.65,-0.4562,2.3187,1.9858,70.6,9.634,74.24,2.0871,0.1233,34.6,35.0,0,sensor_020,250,25,PVC,11,1
30.64,1.1973,28.08,32.16,-0.34,-0.1714,1.251,1.4287,28.32,0.6222,1.53,-0.0438,0.18,28.5,29.0,0,sensor_011,200,7,HDPE,6,0
30.0,2.8382,25.88,33.45,22.21,-0.9412,1.0951,1.4575,24.53,0.5648,1.76,-0.0269,0.204,34.4,35.2,0,sensor_017,150,24,PVC,10,1
49.01,3.5248,42.2,54.68,22.43,-1.1591,2.1238,1.5568,105.32,4.1108,13.27,0.7609,-0.4564,39.2,39.7,0,sensor_011,400,20,Steel,18,1
23.23,1.9777,19.92,26.24,-31.73,0.635,1.3722,1.323,27.53,1.8316,18.48,0.5956,0.7674,43.6,44.1,0,sensor_001,250,15,PVC,2,0
19.78,2.0827,16.62,22.77,-37.01,0.6995,0.6409,0.7143,9.54,0.6371,20.01,0.1841,0.7169,36.8,37.6,0,sensor_013,100,8,Cast Iron,1,0
19.47,2.5322,14.97,22.95,25.04,-0.4546,1.8831,3.571,46.64,4.6807,24.48,1.2151,-0.2762,44.6,45.1,0,sensor_003,400,17,Steel,2,1
19.2,1.8721,16.03,22.63,-32.25,0.612,1.0788,1.137,9.08,0.5219,-4.9,0.0529,0.1058,32.5,33.0,0,sensor_015,100,29,Cast Iron,4,0
42.1,1.9728,38.39,44.09,12.93,-0.6145,1.5288,1.4811,55.86,0.8002,2.81,0.1752,-0.3404,29.5,29.9,0,sensor_008,250,2,PVC,8,1
15.85,2.5653,9.89,20.05,50.65,-0.7507,2.5968,1.7122,8.36,0.8308,-25.46,-0.2239,0.736,42.7,43.6,0,sensor_013,100,27,Cast Iron,0,0
35.81,1.7849,33.52,38.6,8.13,-0.2261,1.6504,2.5974,25.74,0.9704,1.21,0.0864,-0.1766,47.1,47.7,0,sensor_014,150,4,PVC,9,0
25.43,0.7724,24.45,26.74,1.54,-0.1429,0.6836,0.9487,12.6,0.1574,-3.1,-0.0311,0.0773,42.3,42.8,0,sensor_016,100,24,Cast Iron,13,0
18.35,3.3564,13.55,23.26,40.33,-1.1537,1.7336,0.9179,25.45,2.972,-30.29,-0.9797,0.944,29.1,29.3,0,sensor_018,250,3,PVC,0,0
32.97,1.5657,30.27,35.66,-3.7,0.019,0.8402,2.142,16.29,0.5603,-1.88,-0.0552,-0.2992,52.1,52.4,0,sensor_005,100,26,Cast Iron,20,0
19.81,0.8858,18.54,21.58,8.55,-0.2366,0.5825,0.9497,30.21,0.8119,3.37,0.088,0.1177,43.8,44.4,0,sensor_006,300,6,HDPE,3,1
21.56,0.7638,20.53,22.68,-3.52,0.1717,0.7905,0.9619,27.59,0.7131,-0.44,0.1264,0.6571,52.3,53.1,0,sensor_020,250,19,PVC,1,0
37.5,4.1539,32.56,44.41,23.07,-1.3294,0.6738,2.2842,54.77,4.3052,-23.87,-1.3527,0.7591,53.9,54.2,0,sensor_004,300,25,HDPE,16,0
42.49,1.2955,41.2,44.61,-0.3,0.2744,1.1191,1.4858,38.82,1.1241,3.95,0.0887,0.1024,53.4,53.8,0,sensor_010,200,8,HDPE,20,0
40.09,4.1512,31.3,44.31,28.99,-1.3379,3.2761,1.4684,82.26,3.8362,19.87,0.9063,-0.6507,47.9,48.2,0,sensor_012,400,5,Steel,16,1
49.93,6.0084,40.09,59.1,-47.43,1.9774,3.2283,3.4691,42.42,4.2343,39.88,1.4519,0.9318,31.1,31.7,0,sensor_008,200,2,HDPE,9,0
19.78,1.8748,17.28,22.83,22.05,-0.6248,0.6132,0.9517,36.6,2.3191,-14.66,-0.6815,0.8005,43.9,44.6,0,sensor_009,400,17,Steel,2,0
35.75,1.4598,34.1,38.12,8.47,-0.2864,0.8516,2.014,51.58,1.6852,10.57,0.4431,-0.747,50.7,50.9,0,sensor_019,300,10,HDPE,12,0
30.98,2.079,26.08,33.14,19.27,-0.5072,2.2713,1.346,29.62,0.79,7.94,0.1835,-0.513,31.4,32.0,0,sensor_006,200,6,HDPE,13,1
10.79,2.5668,6.79,15.2,55.35,-0.8881,1.2866,0.4531,6.16,0.8845,-36.32,-0.3025,0.9895,38.5,38.8,0,sensor_008,100,26,Cast Iron,3,0
25.99,4.7424,17.07,33.26,37.99,-1.4001,3.6552,4.0954,20.64,2.2173,-27.77,-0.742,0.7594,35.9,36.4,0,sensor_002,150,23,PVC,7,0
26.62,1.1917,24.4,28.43,11.4,-0.3801,0.8778,0.7212,13.59,0.5958,-13.36,-0.1445,0.5752,26.7,27.1,0,sensor_007,100,15,Cast Iron,21,0
23.8,1.9561,22.38,29.05,21.38,-0.1943,0.9738,2.431,41.06,0.7664,1.94,0.1143,0.0666,47.8,48.2,0,sensor_019,400,12,Steel,2,0
31.58,1.4423,28.52,33.87,15.79,-0.4186,1.3778,1.0154,30.09,1.2416,-10.54,-0.3332,0.7846,28.0,28.3,0,sensor_008,200,26,HDPE,14,0
30.66,2.1546,26.59,33.7,20.11,-0.6647,1.5699,1.67,25.69,0.7448,1.1,-0.0403,0.018,33.0,33.5,0,sensor_016,150,8,PVC,16,1
40.81,4.3131,34.62,46.8,-35.18,1.2854,3.9472,3.9284,20.29,1.2138,19.25,0.4017,0.8348,50.4,51.0,0,sensor_018,100,14,Cast Iron,19,0
22.46,1.5083,19.58,24.28,-22.52,0.4744,0.4419,0.8873,14.73,1.0485,15.12,0.3232,0.701,50.2,50.5,0,sensor_004,150,8,PVC,1,0
40.99,2.1578,38.13,43.88,-12.04,0.626,1.5081,2.0573,71.12,2.1099,6.95,0.5897,0.7244,48.3,48.8,0,sensor_017,400,3,Steel,13,0
24.14,0.5238,23.07,24.84,1.06,-0.0649,0.5491,0.7508,22.85,0.571,0.28,0.0468,-0.1937,53.4,53.9,0,sensor_009,200,24,HDPE,5,0
45.36,1.9776,41.86,48.62,5.75,-0.4527,1.3715,2.5944,79.27,2.4457,-8.54,-0.6685,0.4239,31.8,32.3,0,sensor_004,400,28,Steel,9,0
26.05,1.5538,22.23,27.89,4.0,-0.237,1.8556,2.3646,12.17,0.7658,2.11,0.0773,-0.2104,34.3,34.8,0,sensor_005,100,1,Cast Iron,12,0
13.29,3.2717,8.08,17.79,53.3,-1.1164,1.7001,0.9944,13.46,0.7621,17.06,0.2457,-0.8978,41.7,42.5,0,sensor_013,150,24,PVC,2,1
28.79,3.0132,25.06,34.03,23.18,-0.8202,1.1881,3.222,20.98,1.3909,-18.1,-0.4467,0.5265,26.0,26.4,0,sensor_004,150,4,PVC,10,0
31.88,1.8704,28.52,33.94,11.41,-0.424,1.7623,2.6143,42.65,1.8831,3.45,-0.2002,-0.1629,41.5,42.1,0,sensor_014,250,1,PVC,13,1
19.96,3.613,14.09,24.81,42.51,-1.2288,2.1073,1.4114,20.43,2.9255,-36.1,-0.9965,0.9498,33.0,33.3,0,sensor_018,200,10,HDPE,23,0
34.77,1.5077,32.44,37.57,11.43,-0.3971,0.8154,1.6993,37.09,0.9563,5.3,0.1976,-0.3146,30.0,30.3,0,sensor_015,200,14,HDPE,16,1
16.48,3.5655,13.2,26.08,27.62,-0.9142,1.2576,4.0121,11.22,0.7347,-16.92,-0.2336,0.7846,51.1,51.5,0,sensor_010,150,8,PVC,2,0
29.53,1.6509,26.69,31.33,-17.39,0.5145,0.9761,1.3485,26.18,1.6334,15.85,0.4273,0.5428,36.9,37.3,0,sensor_012,200,1,HDPE,23,0
22.48,1.7253,17.6,23.77,5.94,-0.3661,2.0695,2.2839,21.59,0.6443,-3.35,-0.1618,0.6423,32.4,32.8,0,sensor_020,200,6,HDPE,5,0
38.93,2.6779,35.13,43.32,15.78,-0.867,1.123,1.4404,31.36,1.2359,12.5,0.2578,-0.5379,55.1,55.6,0,sensor_003,150,21,PVC,19,1
14.07,1.5568,12.27,17.0,26.42,-0.4933,0.3404,0.6942,8.69,0.2189,-0.02,-0.0218,0.1906,27.5,27.8,0,sensor_013,100,29,Cast Iron,1,1
44.91,1.9724,41.79,47.74,-2.92,0.2239,2.1617,3.1212,86.31,4.0827,0.29,-0.1223,-0.3009,40.9,41.2,0,sensor_013,400,1,Steel,9,1
36.7,4.1166,30.02,43.67,29.67,-1.3516,2.7946,1.8383,35.36,3.1015,-24.79,-1.0546,0.9245,40.0,40.4,0,sensor_002,200,19,HDPE,8,0
49.53,1.9203,47.15,52.71,-7.48,0.0357,2.2616,2.4008,88.51,4.5249,1.31,0.4949,0.2477,33.9,34.5,0,sensor_004,400,16,Steel,20,0
26.26,3.151,22.5,34.95,35.62,-0.824,1.1421,2.8969,14.28,0.2521,0.4,-0.0132,0.0091,33.5,34.2,0,sensor_008,100,27,Cast Iron,15,1
34.05,1.8691,30.98,36.98,6.18,-0.5277,1.2449,1.5344,47.43,1.725,5.46,0.1863,-0.245,31.4,31.9,0,sensor_005,250,9,PVC,11,1
36.97,1.5302,35.18,40.25,11.49,-0.4237,0.7879,1.6051,48.8,0.8192,-2.13,-0.0599,-0.0856,30.5,31.1,0,sensor_003,250,24,PVC,10,1
37.51,3.2819,32.59,44.06,-35.19,1.085,2.5426,1.6708,18.09,1.2383,19.91,0.3642,0.8407,50.1,50.5,0,sensor_012,100,11,Cast Iron,20,0
23.26,1.1058,21.5,25.07,10.78,-0.3158,0.4806,0.9755,12.17,0.4194,3.49,0.0785,-0.6043,43.2,43.9,0,sensor_001,100,14,Cast Iron,22,0
32.0,3.2219,26.51,37.9,23.12,-0.8842,2.1156,3.4947,41.57,2.846,-16.16,-0.8559,0.504,50.3,50.6,0,sensor_016,250,14,PVC,14,0
29.32,3.8176,23.18,33.96,29.79,-1.2489,1.3931,1.5548,17.3,0.6827,6.72,0.1818,-0.7074,38.5,38.8,0,sensor_019,100,23,Cast Iron,8,1
34.56,1.977,31.06,37.05,-17.43,0.3606,1.8766,2.9615,32.59,1.5294,12.3,0.3821,0.239,32.1,32.3,0,sensor_013,200,7,HDPE,11,0
47.85,1.8353,44.99,51.38,-6.64,-0.0944,2.3273,1.9957,85.52,3.0881,-7.05,-0.8211,0.2043,42.6,43.2,0,sensor_006,400,7,Steel,20,0
29.81,3.334,25.03,34.56,27.22,-1.1222,1.7864,1.3993,55.96,3.8739,14.61,0.642,-0.4044,51.3,51.9,0,sensor_001,300,3,HDPE,6,1
36.2,1.4773,34.31,38.4,5.25,-0.3956,1.0769,1.4595,45.91,1.5411,-7.15,-0.4292,0.4104,43.0,43.4,0,sensor_009,250,9,PVC,10,0
39.34,2.4598,35.36,43.08,16.28,-0.4769,2.5249,3.2748,48.76,2.1263,-7.05,-0.1736,0.044,47.6,48.1,0,sensor_007,250,11,PVC,16,0
20.02,2.0926,18.15,26.14,6.76,-0.0273,2.8193,3.3504,14.13,0.2521,3.65,0.0432,-0.0158,38.8,39.0,0,sensor_012,150,29,PVC,1,0
22.51,2.2859,20.86,29.06,3.33,-0.3125,0.4516,3.453,19.43,0.3893,-4.31,-0.0189,-0.0732,35.6,36.4,0,sensor_012,200,20,HDPE,1,0
31.05,3.1545,27.06,35.12,21.85,-0.996,0.9319,1.4088,50.99,2.8439,10.4,0.4706,-0.203,47.6,48.2,0,sensor_001,300,16,HDPE,22,1
34.67,1.7206,31.04,37.11,-19.54,0.5288,0.874,0.9769,41.66,2.1504,13.37,0.6993,0.8472,36.6,37.2,0,sensor_018,250,15,PVC,22,0
16.62,1.1129,14.53,18.34,20.77,-0.3111,1.1749,0.9597,11.76,0.6037,-13.26,-0.1424,0.585,27.8,28.2,0,sensor_004,150,20,PVC,2,0
24.41,0.934,22.78,25.85,3.54,-0.0249,1.0367,1.6176,29.99,1.2768,9.42,0.084,-0.0898,53.3,53.8,0,sensor_003,250,17,PVC,0,0
36.86,2.6722,33.07,41.76,-18.0,0.5283,1.2672,3.716,24.82,0.8589,5.78,0.2147,0.2853,49.5,50.1,0,sensor_010,150,12,PVC,21,0
22.77,1.0405,21.51,24.55,-14.16,0.3278,0.8156,0.7983,15.76,0.4685,3.9,0.094,0.5475,30.5,30.9,0,sensor_003,150,16,PVC,0,0
26.43,0.8094,25.41,27.29,2.95,-0.1155,0.6956,1.3335,24.53,0.5849,5.13,0.028,0.3837,50.5,50.9,0,sensor_001,200,28,HDPE,23,1
33.14,2.7454,29.86,37.99,21.41,-0.744,1.5911,2.7138,34.2,1.2006,-11.23,-0.2383,0.4247,51.5,52.0,0,sensor_014,200,17,HDPE,15,1
37.89,3.5691,33.34,44.2,18.58,-1.1049,2.1773,2.4419,40.82,1.6398,4.69,0.363,-0.7591,46.7,47.0,0,sensor_013,200,29,HDPE,18,1
23.05,1.1825,21.69,26.0,-0.53,0.0379,1.4931,2.1414,40.58,1.679,-2.72,0.1073,0.5471,41.5,41.8,0,sensor_005,400,4,Steel,2,1
